value	g1int553	g1int1346	g1int1799	g1int1267	g1int670	g1CNS354	g1int931	g1int1135	g1int351	g1CNS248	g1C03	g7H11	g1int1079	g1CNS103	g1int1635	g1int269	g1int628	g1int1493	g4G11	g6G09	g1CNS241	g1CNS507	g1CNS488	g1int1700	g8E10	g10F04	g1int1552	g1int218	g2E02	g1int1161	g6B11	g1int1757	g1int599	g1int337	g5E11	g1int258	g4C06	g1CNS17	g1int1013	g5H03	g1CNS137	g1C09	g9H01	g9E01	g1int624	g2B09	g1CNS30	g1int1247	g1int1486	g5A12	g10A02	g1int712	g1CNS113	g1C02	g1int1084	g11C11	g1int855	g1int310	g1int733	g1CNS50	g1int1360	g1CNS206	g1CNS599	g11F05	g1int1743	g1int91	g8G03	g1int1234	g1int364	g1int131	g5D05	g1int1566	g1int403	g8C02	g1int322	g1CNS22	g1int436	g1int1739	g1int516	g2E11	g1int267	g1int434	g1int1348	g1CNS201	g1CNS450	g1H09	g1A05	g1int1787	g1int766	g1CNS337	g1int762	g1int1239	g1int1611	g7F02	g1int769	g1int919	g1D08	g1CNS267	g1int1244	g7G10
0	-0.054392297	-0.02620507	0.602171791	-0.171368418	-0.001443417	-0.069600549	0.046840254	0.032806145	0.027154052	-0.11141822	0.057970069	0.053806444	-0.049904906	-0.023269779	0.13093087	-0.066427362	0.024319679	0.075874867	-0.03948829	0.199122642	0.053806444	-0.072482754	-0.103146927	-0.024736678	0.046840254	0.015782997	-0.010134377	0.078609835	0.034215715	-0.059994515	-0.038006323	0.54399072	-0.16326792	0.057970069	-0.051399153	-0.042456799	-0.043943348	-0.02620507	-0.011587974	0.03562391	-0.03209363	0.014355293	0.024319679	0.011495639	-0.01887801	0.129612738	0.028362732	0.032806145	0.066261442	-0.072482754	0.041242982	-0.12973393	-0.021013301	0.039840265	-0.010134377	0.010063683	-0.080087911	0	-0.03209363	0.041242982	0.169925001	0.659924558	0.024319679	0.015782997	0.062121712	0.42867841	0.116364757	0.074505436	0.164786278	-0.052894948	-0.015957574	-0.051399153	0.204140717	0.027154052	0.084064265	-0.00433459	-0.067938829	0.066261442	-0.160040413	-0.015957574	-0.161653263	-0.212567535	0.084064265	0.447843644	-0.030466759	-0.074000581	0.025737561	0.542010356	-0.06039728	0.006371335	0.059355278	-0.01887801	0.263034406	0.053806444	-0.106249498	0	0.401630467	0.064712863	-0.20756107	-0.023269779
0	0.029982866	0.041242982	1.024319679	-0.17384367	0.024319679	0.032646796	0.039840265	-0.074000581	-0.057391664	-0.166017681	0.064882852	0.070389328	-0.117161344	-0.02620507	0.008630305	-0.086201035	0.360645202	-0.051399153	-0.013043037	0.092207438	-0.066427362	-0.095419565	-0.093879047	0.028569152	0.168642036	0.042644337	0.357270476	0.062121712	0.115033243	0.123003954	0.10433666	0.545968369	0.052415894	-0.134477041	0.102993993	-0.115597447	-0.033569533	-0.01449957	0.111031312	-0.005782353	-0.067938829	-0.075520008	0.03562391	-0.077041036	0.029982866	0.305678743	0.015628481	-0.080087911	0.063502942	-0.064917477	-0.013043037	0.011495639	-0.090802937	0.10433666	-0.121863233	0.09895848	-0.134477041	-0.043943348	0.014355293	-0.017417053	-0.02620507	0.725959235	0.197865391	0.014355293	0.092207438	0.534061602	-0.057391664	-0.017417053	0.129612738	0.045442971	-0.06340917	-0.010134377	0.031395196	-0.09696173	-0.002888279	-0.06340917	-0.045431429	0.100304906	-0.123433941	-0.095419565	-0.181149439	-0.179514657	-0.027674958	0.544979883	-0.204130967	-0.075520008	0.136191386	0.778208576	0.062121712	-0.037978362	0.10433666	-0.024736678	0.029982866	0.09085343	-0.139235797	0.005759269	0.297484916	0.102503807	-0.12973393	-0.074000581
0	-0.184424571	0	0.44148348	-0.165835787	0.158337027	-0.117161344	0.393965276	0.224040274	0.09085343	-0.311148256	0.094911647	0.275007047	-0.054150397	-0.064917477	0.195347598	0.049630768	0.141432791	-0.090707102	-0.202571918	0.042644337	-0.10159814	-0.20756107	-0.112721626	0.392866916	0.057970069	-0.083141235	-0.070966521	0.055195654	0.022900402	0.075874867	-0.090802937	0.427606173	-0.284545873	0.092777216	0.060739158	-0.19759996	-0.005782353	0.063502942	-0.051399153	-0.033569533	0.10701825	-0.199255376	0.056583528	0.048236186	-0.066427362	0.247319935	0.09085343	0.038436182	-0.043943348	-0.09696173	0.102993993	1.96014098	-0.164884385	0.190298792	-0.083141235	-0.035046947	-0.2968993	-0.220950447	0.221567789	0.24610401	0.108357178	0.473007568	-0.110915901	0.241230036	0.372952098	0.177598929	0.10433666	-0.019098363	0.042644337	-0.126580497	-0.20756107	0.027154052	0.277389699	-0.04934238	0.121678557	0.086783766	-0.081613766	0.051024003	-0.051399153	-0.142417045	-0.041369817	-0.057391664	0.057970069	0.340277405	0.053806444	-0.246395464	-0.002888279	0.336854639	0.060739158	-0.103146927	-0.017417053	0.108357178	-0.179514657	-0.01887801	0.155749233	-0.10159814	0.339137385	0.212880566	-0.040971781	0.280956314
0	0.045442971	0.088141597	0.704784048	-0.057391664	-0.030401758	-0.043387207	0.048236186	-0.045431429	0.015782997	0.009185744	-0.057391664	-0.177881725	-0.340075442	-0.063797348	-0.02180437	-0.139235797	-0.001443417	-0.030606966	0.011495639	-0.080087911	-0.329159664	-0.046921047	-0.042456799	-0.067938829	-0.263611599	-0.055891201	0.004321606	-0.067866845	-0.1376478	0.020057652	-0.168122759	0.541019153	-0.026418436	-0.01887801	-0.112474729	-0.02620507	-0.03948829	0.032806145	0.158994856	-0.033569533	0.041242982	-0.058893689	0.011495639	-0.182786076	0.011495639	0.447956374	0.01389078	-0.057391664	0.096261853	0.002569511	-0.062956801	-0.081255214	0.056249393	-0.011587974	-0.428565884	0.079975377	-0.045431429	0.077242999	0.014355293	-0.067938829	0.101650076	0.706641057	0.012937845	0.089498151	-0.217963726	0.509949146	-0.02620507	0.158337027	-0.024736678	-0.015957574	-0.048412205	-0.067938829	0.044044333	-0.077041036	0.009562187	0.021479727	-0.081613766	-0.204233052	0.221559227	0.008630305	-0.042456799	-0.050328074	0.015782997	0.438292852	-0.100763886	0.014355293	0.028569152	0.557777671	0.100304906	0.027724245	-0.01887801	-0.00433459	0.066261442	-0.077041036	0.062121712	-0.030619235	0.384049807	-0.072772887	-0.054001236	-0.298672743
0	0.055195654	0.048236186	0.649845352	-0.077041036	0.111031312	0.023447464	0.059355278	0.134878054	0.046840254	0.01176516	0.096261853	0.067638717	0.045442971	-0.03948829	0.132247798	-0.098505545	0.010063683	0.041242982	0.034215715	0.052415894	0.008630305	-0.30222618	-0.029146346	-0.038006323	-0.02180437	-0.089267338	-0.045431429	0.005759269	-0.06039728	-0.012468202	-0.106249498	0.462575888	-0.038006323	0.204140717	-0.055891201	-0.072482754	-0.02180437	-0.033569533	-0.030619235	-0.070966521	-0.035046947	-0.049904906	0.031395196	0.037030731	0.039840265	-0.024736678	-0.004723343	-0.001443417	0.038436182	-0.169744676	0.012926174	-0.072482754	0.066261442	-0.002888279	-0.16326792	0.041242982	-0.008682243	0.041242982	-0.110915901	0.240008965	-0.086201035	0.765534746	-0.045431429	0.008630305	0.021479727	0.123003954	0.038436182	0.03562391	0.010063683	-0.03209363	0.062121712	-0.024736678	0.109694865	-0.00433459	-0.038006323	0.051024003	0.012926174	-0.042456799	0.037030731	-0.06340917	-0.020340448	-0.078563669	0.123003954	0.069014678	-0.096805889	-0.083141235	0.044044333	0.726831217	-0.051399153	-0.049674549	0.10433666	0.029982866	0.175045486	-0.033569533	-0.01449957	-0.051399153	0.027154052	0.064253326	-0.227692025	0.101650076
0	-0.030619235	0.082702589	0.689746438	0.041242982	-0.036525876	-0.005782353	-0.040971781	-0.075520008	0.097610797	0.147957881	0.062121712	-0.118726939	-0.002888279	0.031661918	0.078609835	0.103189991	0.18142064	-0.179454305	0.237563718	0.059355278	0.046840254	0.112366523	-0.092340172	0.132247798	-0.288064643	-0.070966521	0.159629186	-0.123433941	0.077242999	0.018634174	0.008360191	0.573374526	0.275007047	-0.089267338	0.067638717	-0.10780329	0.020057652	0.119024103	0.066261442	0.150559677	0.091401477	0.002882509	0.001441974	-0.13289427	-0.048412205	0.589763487	0.042644337	-0.181149439	-0.036525876	0.041242982	-0.110915901	-0.075520008	0.042644337	0.116364757	0.077242999	-0.027674958	-0.205896101	-0.002888279	0.045442971	-0.134477041	0.163498732	1.086104371	0.060739158	-0.121863233	-0.293358943	0.447843644	0.062121712	0.051024003	-0.040971781	-0.104697379	0.032806145	-0.117161344	-0.126580497	0.094911647	0.028569152	0.051024003	0.138814469	-0.3382504	0.137503524	0.001441974	-0.051399153	0.279768422	-0.087733372	0.402722177	-0.110915901	0.298658316	-0.092340172	0.385154897	-0.029146346	0.132247798	-0.043943348	-0.067938829	0.092207438	-0.06039728	-0.151116454	0.032806145	0.272620455	-0.288064643	0.143556189	0.093560176
0	-0.023269779	0.004321606	0.385154897	-0.388355457	-0.013043037	0.043363834	0.077242999	0.089498151	0.064882852	-0.0767802	0.032806145	0.051024003	-0.231074664	0.149259365	0.085424656	-0.117161344	0.011495639	-0.234465254	-0.093879047	-0.02620507	-0.161653263	-0.098505545	-0.411195433	0.093560176	0.053806444	-0.017417053	0	0.140124224	-0.064917477	-0.027040282	0.015782997	0.40053793	-0.166502663	0.051024003	0.209141398	-0.02620507	-0.038006323	-0.03209363	-0.015957574	0.021479727	-0.077041036	-0.115597447	-0.06340917	-0.024736678	0.038436182	0.746742716	0.031970066	-0.648371671	0.064882852	0.018634174	-0.248107862	0.305678743	0.038436182	0.044044333	-0.422752464	-0.332789088	-0.080087911	-0.334607229	0.12035194	0.09895848	-0.077041036	0.651683181	0.12035194	-0.139235797	0	0.008630305	0.244887059	-0.432454552	-0.03209363	-0.017417053	0.011495639	-0.048412205	0.045442971	-0.390245038	0.207892852	0.111031312	-0.007231569	-0.03948829	-0.03209363	0	-0.18606493	-0.161653263	0.018634174	0.808179084	-0.04738042	-0.061902439	0.042644337	0.735522177	-0.090802937	-4.41e-5	0.049630768	0.022900402	0.353887836	-0.023269779	-0.024736678	0.212880566	-0.033569533	0.082313064	-0.66428809	0.079975377
0	-0.030619235	0.082702589	0.778208576	-0.17625064	0.154453593	-0.019616995	0.084064265	0.119024103	-0.083141235	-0.062087444	0.117695043	0.325386415	-0.005782353	-0.029146346	0.133563526	-0.040971781	0.055195654	0.073134705	-0.06039728	0.051024003	-0.030619235	-0.420819852	0.012926174	-0.080087911	0.386259141	0.010063683	0.111031312	0.069014678	0.052415894	-0.075537434	-0.045431429	0.444667067	-0.160040413	0.093560176	-0.055891201	-0.089267338	-0.03209363	-0.001443417	-0.067938829	-0.147202107	-0.049904906	-0.042456799	0.060739158	-0.015957574	0.001441974	-0.090802937	0.028222868	0.070389328	0.049630768	-0.010134377	0.101650076	-0.318325858	-0.038006323	0.048236186	-0.023269779	-0.078563669	-0.007231569	-0.002888279	-0.298672743	0.14404637	-0.024736678	0.60880924300000006	0.025737561	-0.005782353	-0.13606155	-0.03948829	0.024319679	-0.011587974	-0.030619235	0.007195501	0.005759269	0.032806145	0.094911647	-0.029146346	0	0.01720929	-0.081613766	-0.209227962	-0.158429363	0.01720929	-0.035046947	-0.035046947	0.051024003	0.13093087	-0.067050278	-0.134477041	0.100304906	0.580145484	-0.066427362	-0.02904421	0.010063683	0.060739158	0.010063683	0.12035194	-0.070966521	-0.150400989	-0.081613766	-0.123840582	-0.168122759	0.064882852
0	0.041242982	0.028569152	0.6617496	-0.083141235	-0.005782353	-0.045367305	0.029982866	0.078609835	-0.013043037	-0.054389226	0.03562391	0.045442971	0.001441974	-0.010134377	0.044044333	-0.046921047	0.029982866	0.038436182	-0.01449957	-0.043943348	0.077242999	-0.078563669	0.029982866	0.053806444	0.012926174	-0.077041036	-0.023269779	-0.010134377	0.011495639	-0.013191219	-0.03209363	0.566571641	-0.066427362	0.039840265	-0.040971781	-0.02620507	-0.06039728	0.024319679	0.007195501	0.028569152	0.034215715	-0.061902439	0.001441974	-0.048412205	-0.052894948	0.187767747	0.029953284	0.055195654	0.032806145	-0.081613766	0.031395196	-0.01887801	0.001441974	-0.010134377	-0.055891201	-0.015957574	-0.036525876	0.022900402	-0.01887801	0.059355278	-0.030619235	0.733788169	0.057970069	-0.033569533	0.025737561	0.27857955	0.01720929	0.041242982	-0.045431429	-0.048412205	0.015782997	0.055195654	0.082702589	-0.035046947	-0.01887801	0.01720929	0.075874867	-0.013043037	-0.15682011	-0.008682243	-0.058893689	-0.09696173	-0.024736678	0.214124805	-0.012767897	-0.067938829	0.025737561	0.659924558	0.015782997	-0.023732057	0.025737561	0.034215715	0.03562391	0.015782997	0.004321606	-0.033569533	0.236339539	0.038660286	-0.13289427	0.021479727
0	0.115033243	0.020057652	0.325386415	-0.194294815	0.022900402	0.130575716	0.13093087	0.074505436	0.027154052	0.04307287	0.041242982	0.03562391	0.049630768	0.015782997	0.125651102	-0.02180437	0.124328135	0.032806145	-0.023269779	-0.015957574	0.014355293	-0.017417053	-0.160040413	-0.015957574	0.018634174	-0.020340448	-0.078563669	0.031395196	-0.03948829	0.063502942	-0.033569533	0.304511042	0.071762669	0.085424656	-0.066427362	0.002882509	0.014355293	-0.027674958	0.111031312	-0.00433459	-0.010134377	-0.013043037	-0.02180437	-0.030619235	0.132247798	0.212880566	0.005807243	-0.048412205	-0.002888279	-0.200912694	0.066261442	-0.140825544	-0.02180437	-0.078563669	0	0.149259365	0.112366523	0.049630768	-0.015957574	0.031395196	0.12035194	0.432959407	-0.024736678	-0.06340917	0.071762669	0.264236151	0.021479727	0.052415894	0.020057652	-0.061902439	0.136191386	0.008630305	0.044044333	0.024319679	0.025737561	0.007195501	-0.024736678	0.049630768	0.069014678	0.021479727	-0.020340448	-0.081613766	0.045442971	0.205392513	-0.044204469	-0.008682243	0	0.367371066	0.137503524	0.169532211	0.13093087	-0.10159814	0.185232254	-0.061902439	0.154453593	0.022900402	0.27857955	0.050071921	-0.236163541	-0.005782353
0	0.088141597	-0.261880711	0.456280482	0.027154052	-0.087733372	0.024773393	-0.013043037	-0.126580497	-0.119054098	-0.110569211	-0.253257284	-0.249822294	0.029982866	-0.12973393	-0.030619235	-0.002888279	-0.049904906	-0.02620507	-0.295128036	-0.17299399	0.020057652	0.049630768	0.031395196	0.021479727	-0.332789088	-0.027674958	-0.126580497	0.01720929	-0.354759487	-0.052894948	0.007195501	0.442545456	0.078609835	0.001441974	-0.054392297	0.066261442	0.053806444	0.011495639	0.002882509	0.034215715	0.010063683	-0.2968993	-0.095419565	-0.067938829	0.021479727	0.263034406	0.006596844	-0.024736678	0.086783766	-0.067938829	0.042644337	0.015782997	0.093560176	-0.399730246	0.085424656	0.10701825	0.020057652	-0.042456799	-0.080087911	0.015782997	-0.270555993	0.721591399	-0.06039728	-0.227692025	-0.311148256	0.23878686	-0.074000581	-0.098505545	-0.06340917	-0.066427362	-0.015957574	-0.02180437	-0.098505545	-0.069451881	-0.095419565	-0.023269779	-0.140825544	-0.309359421	-0.123433941	0.022900402	0.03562391	-0.272297327	-0.100051014	0.176322773	0.034402376	-0.30222618	-0.365871442	0.562669826	0.020057652	0.038452627	-0.001443417	0.053806444	0.074505436	-0.070966521	0.039840265	-0.046921047	0.244887059	-0.320538311	0.020057652	-0.110915901
0	-0.049904906	0.078609835	0.507921465	-0.048412205	0.029982866	-0.033631942	0.015782997	0.03562391	0.012926174	-0.023471135	0.062121712	-0.007231569	-0.002888279	-0.045431429	0.008630305	-0.03209363	0.029982866	0.067638717	-0.017417053	-0.077041036	-0.00433459	-0.052894948	-0.046921047	-0.010134377	-0.013043037	-0.01449957	-0.020340448	0.055195654	0.062121712	0.022900402	-0.00433459	0.451013243	-0.03209363	-0.020340448	0.049630768	-0.011587974	0	-0.001443417	-0.070966521	0.039840265	0.031395196	-0.001443417	0	-0.023269779	-0.01887801	-0.043943348	0.010382325	0	0.020057652	-0.074000581	-0.00433459	-0.01449957	-0.01887801	-0.013043037	-0.040971781	-0.024736678	-0.02180437	-0.002888279	-0.02180437	0.064882852	-0.054392297	0.445826097	-0.020340448	0.007195501	0.055195654	-0.043943348	0.008630305	0.037030731	-0.030619235	-0.011587974	0.021479727	-0.030619235	0.051024003	-0.081613766	0.031395196	-0.013043037	-0.03948829	0.064882852	-0.131313235	-0.029146346	-0.042456799	-0.010134377	0.022900402	-0.046921047	-0.070431487	-0.03209363	0.039840265	0.540027269	-0.06039728	-0.008248522	0.051024003	-0.01887801	0.008630305	-0.033569533	-0.008682243	-0.03948829	-0.011587974	0.044824361	-0.074000581	0.005759269
0	0.025737561	0.014355293	0.553851968	-0.329159664	0.008630305	-0.004879598	-0.01449957	0.025737561	-0.036954991	0.029952665	0.01720929	0.01720929	0.028569152	0.081339627	0.007195501	-0.007231569	-0.080087911	0.049630768	0.011495639	-0.048412205	0.138814469	-0.011587974	-0.295128036	-0.013043037	-0.01887801	-0.052894948	-0.089267338	0.042644337	0.008630305	0.004321606	-0.011587974	0.37517848	-0.02180437	0.079975377	-0.140825544	-0.024182434	0.020057652	-0.015957574	0.014355293	0.008630305	0.005970086	0.020057652	0.001441974	0.049630768	-0.051399153	-0.031591926	0.131010848	-0.008682243	0.046840254	-0.311148256	0.078609835	-0.038006323	0.01720929	-0.058893689	-0.02620507	-0.298672743	0	0	-0.027674958	0.01720929	-0.075520008	0.241970161	0.012926174	-0.052894948	0.02278088	-0.013043037	0.039840265	0.021479727	-0.070966521	-0.057391664	0.015782997	-0.010134377	0.031395196	-0.020340448	0.01720929	-0.008682243	0.011495639	-0.017417053	-0.117161344	-0.302613124	-0.013043037	-0.021841435	0.060739158	-0.048412205	-0.012151287	0.015782997	0.034215715	0.391351737	-0.444183845	0.024549335	-0.205896101	-0.042456799	0.010063683	-0.386468347	-0.316528107	-0.030619235	0.005759269	0.013931606	-0.089267338	0.015782997
0	-0.007231569	0.018634174	0.482332021	-0.01887801	0.049630768	0.0032107	0.042644337	-0.00433459	0.014355293	-0.035239427	0.024319679	-0.017417053	-0.005782353	0.018971763	-0.02620507	-0.015957574	-0.03209363	0.060739158	0.004321606	-0.035046947	-0.011587974	0.004321606	-0.011587974	-0.057391664	-0.02180437	-0.038006323	-0.049904906	0.01720929	0.015782997	-0.030619235	0.015782997	0.317304068	0.005759269	0.011495639	0.014355293	0.015782997	0.078609835	0.005759269	0.008630305	0.037030731	0.038436182	0.028569152	-0.007231569	0.020057652	-0.007231569	0.09895848	0.004072232	-0.01449957	0	-0.09696173	0.037030731	-0.001443417	-0.001443417	-0.078563669	0.052415894	0.045442971	-0.046921047	0.005759269	-0.035046947	0.007195501	-0.2968993	0.229251699	-0.00433459	-0.036525876	0.008630305	0.092207438	0.012926174	-0.02620507	-0.045431429	-0.057391664	0.002882509	-0.036525876	0.022900402	-0.002888279	-0.001443417	-0.013043037	0.021479727	-0.00433459	-0.064917477	0.002882509	0.012272014	0.014084325	0.004321606	0.024319679	-0.009427361	-0.02620507	-0.042456799	0.538041453	-0.013043037	-0.015039458	0.024319679	-0.00433459	0.032806145	-0.03948829	-0.011587974	-0.036525876	0.102993993	0.001288875	0.011495639	-0.011587974
0	-0.002888279	0.033706223	0.565597176	-0.01887801	-0.01449957	-0.041991959	0.048236186	0.005759269	-0.01449957	-0.017144314	0.042644337	0.038436182	0.001441974	0.0526971	0.067638717	-0.008682243	0.059355278	0.011492343	-0.010134377	0.048236186	0.032806145	0.039840265	-0.015957574	0.075874867	0.048236186	-0.033569533	-0.002888279	-0.007107678	0.059355278	0.141432791	-0.017417053	0.598369703	-0.003842776	-0.017417053	0.038436182	0.032806145	0.075874867	0.029982866	-0.019210999	0.067638717	0.024319679	-0.010134377	-0.007152023	0.001441974	-0.03948829	0.255802837	-0.007126823	0.034215715	0.065722003	0.038648872	-0.038006323	-0.127464908	0.022747839	-0.008682243	-0.007231569	0.029982866	-0.072482754	-0.00433459	-0.005782353	-0.043943348	0.146655222	0.745022149	0.036838587	-0.01449957	0.079143501	0.23511432	0.004321606	0.053806444	0.038436182	0.03562391	-0.043943348	0.014355293	0.020057652	-0.008682243	0.001441974	0.014355293	-0.040971781	0.031784099	-0.077041036	-0.013043037	-0.045431429	-0.039957595	0.011495639	0.296310561	-0.086132456	-0.075520008	0.062121712	0.520045024	0.077242999	-0.027430534	0.015782997	0.005759269	0.12035194	-0.038006323	0	0.020057652	0.176322773	0.058090042	-0.022484024	-0.024736678
1	-0.00433459	-0.057391664	0.444667067	0.015034397	0.029982866	0.042981051	0.03562391	0.018634174	-0.011587974	-0.289827252	0.063502942	-0.01449957	0.027154052	-0.077041036	-0.064917477	-0.137420745	-0.112474729	-0.074000581	-0.2968993	0.078609835	-0.081613766	-0.358453971	-0.219269964	0.093560176	-0.057391664	-0.23786383	0.044044333	0.014355293	-0.06340917	0.187767747	0.005759269	0.456280482	-0.117108454	-0.011587974	-0.221186237	-0.199255376	-0.248107862	-0.074000581	0.070389328	-0.293358943	0.220114345	0.030922728	0.197865391	-0.013043037	-0.10159814	0.57413383	-0.166502663	0.353887836	-0.13289427	-0.289827252	0.481298942	0.292781749	-0.020340448	0.042644337	0.099231384	0.163498732	0.021479727	0.008630305	0.259423152	-0.067938829	-0.214240226	0.345093452	0.024319679	0.012926174	-0.043943348	0.643394453	-0.205896101	-0.042456799	-0.004821749	-0.086027181	-0.109358756	-0.077041036	0.399444565	-0.1376478	-0.284545873	0.055195654	0.092207438	-0.139235797	-0.046921047	-0.030619235	-0.130010471	-0.076043275	0.064882852	0.491596594	-0.054392297	-0.261880711	-0.070966521	0.189578038	0.215367972	-0.123433941	0.136191386	0.020057652	0.048236186	-0.043943348	0.104492868	0.23878686	0.172487516	-0.123433941	0.444660214	0.077242999
1	0.014351023	-0.040971781	0.586884813	0.03562391	-0.011587974	-0.241270432	-0.010134377	0.046840254	0.01426309	-0.131313235	-0.01887801	0.14404637	0.045442971	0.074505436	-0.054392297	-0.049247373	-0.01449957	0.182692298	-0.036032786	0.024319679	0.010063683	-0.112474729	-0.12973393	0.067638717	-0.03948829	0.397255346	-0.015957574	0.004321606	-0.145605322	0.138814469	-0.098714222	0.624802765	-0.01979032	0	0.015838243	-0.121863233	-0.01315039	-0.027674958	0.073134705	-0.069451881	0.26464454	-0.153606979	0.254594043	0.168642036	-0.045431429	0.738785357	0.079975377	-0.005194554	0.349365278	-0.115597447	0.301400268	-0.01449957	-0.09619026	-0.002888279	0.119024103	0.075874867	0.037030731	-0.069451881	-0.038006323	0.018634174	-0.399730246	0.204778141	0.067764915	-0.03209363	-0.018272257	0.750628831	-0.090802937	-0.008682243	-0.031907845	-0.095419565	-0.145605322	-0.036525876	-0.027674958	-0.140825544	-0.011587974	0.180147861	0.025737561	-0.030619235	0.042644337	0.134878054	-0.020089297	0.024268673	0.044044333	0.609754962	-0.048412205	-0.051399153	0.004321606	0.183763993	0.101650076	-0.17299399	-0.059121371	-0.03948829	-0.013043037	-0.015957574	0.064065792	0.088141597	0.671966777	-0.052894948	0.044845787	0.129612738
1	-0.080087911	-0.087733372	0.788268083	-0.13289427	0.002882509	-0.008817162	0.078609835	0.020057652	0.070389328	-0.088629582	0.283329168	-0.048412205	0.389566812	-0.254977851	0.227741076	0.010063683	0.038436182	0.10701825	0.09085343	0.136191386	-0.038006323	0.088141597	-0.02620507	0.312665174	-0.064917477	0.163498732	0.021479727	0.09085343	0.149259365	-0.001443417	0.034215715	0.650764559	-0.128156351	-0.040971781	-0.02620507	0.052415894	-0.120294234	-0.074000581	-0.017417053	0.138814469	-0.13289427	-0.652901329	0.064882852	0.025737561	0.056583528	0.204140717	0.21446518	0.007195501	0.150559677	-0.055891201	0.205392513	-0.142417045	-0.090802937	0.216610069	-0.200912694	0.007195501	0.021479727	-0.177881725	0.146655222	0.100304906	-0.055891201	0.84317989	-0.03948829	0.057970069	-0.086201035	0.23511432	-0.103146927	-0.045431429	0.211635253	-0.064917477	-0.090802937	-0.002888279	0.312665174	-0.144010303	-0.109358756	0.042644337	-0.00433459	-0.131313235	0.039840265	0.045442971	-0.189351252	0.064882852	-0.088534009	0.318461465	-0.018405638	-0.114035243	0.180147861	0.750177706	-0.01449957	-0.006237918	-0.013043037	-0.010134377	0.216610069	-0.036525876	-0.06039728	-0.114035243	0.250961574	-0.024809977	-0.144010303	-0.015957574
1	-0.015957574	-0.150400989	0.295135249	-0.100051014	0.007195501	0.075874867	-0.061902439	0.029982866	0.028569152	0.094911647	-0.077041036	0.021479727	-0.01449957	0.112366523	0.027154052	-0.043943348	-0.086201035	-0.061902439	0.056583528	-0.1376478	-0.011587974	0.053806444	-0.121863233	-0.06340917	-0.001443417	0.005759269	-0.010134377	-0.030619235	-0.202571918	-0.098505545	0	0.357270476	0.008630305	-0.089267338	0.011495639	-0.01449957	0.022900402	0.041242982	-0.123433941	0.020057652	0.129612738	0.173767068	0.022900402	0.038436182	0.014355293	0.020057652	-0.048412205	0.005759269	-0.02620507	-0.106249498	0.018634174	-0.040971781	0.164786278	-0.351074441	0.073134705	0.031395196	-0.100051014	0.063502942	-0.078563669	0.008630305	-0.098505545	0.721591399	0.005759269	-0.033569533	-0.042456799	0.077242999	-0.023269779	0.105678078	-0.017417053	-0.118726939	-0.054392297	0.052415894	-0.104697379	0.046840254	-0.007231569	0.032806145	0.005759269	-0.103146927	-0.184424571	0.049630768	0.038436182	-0.043943348	-0.16326792	-0.010134377	-0.008682243	0.126972856	-0.100051014	0.477159211	0.10433666	-0.145605322	0.005759269	-0.067938829	0.189033824	0.010063683	0.124328135	-0.090802937	0.183962835	0.014355293	-0.064917477	0.011495639
1	-0.090802937	0.286881148	0.132247798	-0.373327247	0.524002473	0.32308179	-0.17299399	0.3021728	0.088141597	0.196607044	-0.30222618	0.053806444	-0.045431429	-0.40545145	0.604071324	-0.169664565	-0.124837323	-0.040971781	0.089498151	0.173767068	0.35952117	-0.641603738	-0.487217628	-0.038006323	0.196661235	0.254594043	-0.332789088	-0.347398782	-0.320125852	0.010063683	-0.158429363	0.570914537	0.057970069	-0.134477041	0.022900402	-0.11363514	-0.092928988	-0.288064643	-0.134477041	-0.628438451	0.037030731	-0.395928676	0.183962835	0.451013243	0.034735837	0.257010618	0.041242982	-0.449357139	-0.17625064	-0.350874952	-0.050825021	0.367371066	-0.114035243	-0.141078552	0.163498732	0.007523739	-0.177862485	-0.123433941	0.45206823	0.361768359	-0.717856771	0.324234562	-0.144010303	0.374065718	0.140124224	0.459431619	-0.024736678	0.029982866	0.189290849	-0.461958547	-0.12973393	0.142740172	0.259423152	-0.112474729	-0.083141235	-0.095419565	-0.330973234	-0.232768963	0.169925001	0.277389699	-0.220950447	0.028569152	0.021479727	0.201633861	-0.279283757	-0.16326792	-0.271040758	0.22650853	-0.166534959	-0.072482754	-0.386468347	-0.709905218	0.36960607	0.799087306	-0.181149439	0.18142064	0.378511623	0.059355278	-0.639354798	0.301002256
